,uuid,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
17,00745765-96ed-4e13-8ca7-7f6b793af78d,-210.16446,180.46097,-75.687675,-21.923447,-0.99699324,-14.186333,4.2757745,-13.454081,-15.969836,-17.109385,-19.880774,-0.89418685,-5.1703215,-7.897461,-6.75042,-10.11048,-0.3869738,-1.1949954,-4.6888585,-0.13819477
18,00753bb4-cffb-472b-b391-09337558a678,-182.38695,162.71886,-57.79897,30.15475,11.851325,-33.90836,-10.717882,-24.297129,-17.00271,-13.835659,-25.36621,-2.7558846,-18.38893,-6.6258516,-2.4699605,-8.210806,5.3777585,3.719756,-1.5729984,4.4523683
19,007be9cd-6c5d-467f-a89c-e670fae075b4,-216.17996,222.22667,-67.857376,-18.446957,2.7142625,-7.2216096,5.1774893,-12.190916,-3.59099,-4.9512024,-11.288008,4.1327333,-1.7463307,0.98539495,-0.958657,-7.825321,-3.5124233,-6.6846123,-4.1484666,-5.3135405
20,00802ac6-0e3b-4bba-bcdc-014f1fde7432,-215.15324,134.64964,-105.69931,8.921614,-3.4523592,-32.295395,15.19981,-17.197882,-13.2903385,-0.052609432,-20.433153,2.6164868,-10.599252,-4.2386255,0.2305075,-6.347624,-3.7809167,-0.40440294,-6.483297,-0.6174841
21,008ba489-31ad-44d8-856b-fcf72369dc46,-229.40144,168.03229,-73.663055,22.25843,-10.222649,-47.19592,5.8097987,-23.38999,-17.93609,0.039475128,-22.375996,1.2748119,-7.7805285,-7.637856,-5.4755793,-7.437581,-4.297187,0.22526304,-7.690627,-0.8248687
22,008c1c9e-aeef-40c5-846c-24f1b964f884,-110.4138,188.1905,-106.626526,34.00969,-5.102812,-45.978043,23.062304,-22.34579,-10.360342,6.5489254,-29.522112,14.559006,-29.696127,4.9710107,-6.391698,-8.669412,-3.8628225,2.255853,-10.059419,-3.0270774
23,009aa393-32ab-423f-8e6a-63d8d4d1476b,-200.08684,191.27803,-68.977486,6.630231,11.987275,-16.707617,-2.0935595,-12.557761,-3.9768057,-16.730663,-32.293068,-8.851038,-10.147374,2.313709,4.9208436,-2.9324658,1.5270756,-5.083412,1.6550262,4.394871
24,009b1e22-f451-40ae-9cbf-9f1ff5dec022,-196.8019,160.54945,-86.27609,1.5833005,3.0083902,-21.96761,4.9368243,-22.83508,-20.482761,-11.559201,-22.544483,-2.9321995,-18.307869,-6.9470544,-1.8429991,-7.072273,-0.33281535,1.4224967,-2.506831,-0.41821328
25,00a31212-7c64-4649-b78b-4c7d9ce3156e,-224.11708,168.54672,-39.347984,24.391546,16.47821,-16.577803,7.2516155,-13.179782,-14.986346,-4.566881,-13.440428,-1.7923291,-12.702738,-14.4528,-5.0419216,-5.111888,-4.103156,-4.656145,-7.459883,-4.610069
26,00ac8cb0-3384-46b2-9db5-5b5e911615f0,-223.4038,185.79399,-52.01552,-0.8931616,-0.9668302,-21.067327,9.990982,-13.7675705,-15.296636,0.27396554,-12.892748,-4.531764,-6.495551,-10.460781,-3.212164,-6.0780606,-6.741111,-4.2833858,-8.28395,-4.3993464
27,00bf9f83-2e8f-47cf-a4f2-97f2beceebc1,-175.7918,211.32332,-43.250805,33.988297,9.54415,-15.904774,36.434017,-1.1300445,-10.51063,-0.87781733,-24.015816,1.0575421,-9.227918,-9.525734,-9.281827,-8.5313835,-6.1044173,-1.558496,-6.427823,1.5197656
28,00c24aac-b6c8-4065-a999-079cb48fcf86,-206.74348,185.14273,-67.96589,-2.1965873,8.027994,-14.621998,3.5576618,-6.0762796,4.1849294,-5.6259217,-30.07766,-13.434254,-7.8414316,-9.071403,-8.269057,-3.2471468,-2.09287,-12.419983,-8.366969,-4.0938344
29,00c2b443-4746-4337-857b-e705ddf6e133,-327.84222,230.72635,-76.1077,9.796076,-9.607775,-29.197126,15.530852,-18.569672,-11.8900585,-2.9115386,-21.58968,3.4501443,-11.214791,-5.0259748,-3.1369517,-6.8919253,0.0003500328,-0.6214337,-4.7325997,-1.3631049
30,00ce5b06-c302-4387-bbd7-86355a4a8c12,-197.95712,170.73448,-60.738785,20.419083,1.9675689,-24.727116,20.000963,-15.22947,-20.995226,-3.3664951,-19.843266,-4.725299,-9.666392,-12.155695,-2.3808897,-7.1112833,-7.4271374,-0.27352858,-3.572023,-1.0993956
31,00dddacc-3781-4e32-9a5c-6227c57d544c,-293.0681,201.46664,-106.42253,28.987558,6.957332,-26.068481,14.858034,-29.96607,-9.464679,8.855453,-22.134295,15.018102,-17.54833,6.1545486,-5.9313107,-4.4196973,-2.338898,-5.936313,-7.9323363,-7.2827888
32,00ddf050-6939-4f33-9e54-fcb309b895ec,-163.9134,178.66864,-82.78546,5.2867823,-11.550566,-36.35138,14.061713,-5.051585,1.4199986,5.0759826,-21.468042,4.767934,-5.34654,0.105472766,-6.67866,-9.664942,-4.788339,-7.072242,-12.171402,-4.2774415
33,00e09814-62e7-4e4f-aa96-d3ccaa292e4b,-210.40033,177.87642,-50.353157,13.607635,-1.3847346,-18.3783,30.300003,-8.2602005,-20.20537,-0.64155364,-15.495556,3.4171271,6.9215803,-6.3393745,-6.3748965,-7.6075473,-9.788599,-4.678287,-10.891775,-7.5673084
34,00e2eb1e-83c1-407e-9332-efbdbcbca8ac,-216.22406,169.5301,-65.78734,34.592556,18.096586,-24.113817,1.8856387,-31.979073,-26.699015,-11.62314,-27.561293,-3.4526143,-12.277842,-5.414513,-3.7454915,-8.850643,-1.7506204,4.5997844,0.35562706,-0.4279923
35,00e627a2-6da6-452f-bd92-fc8c8719cbbd,-233.72359,197.08475,-23.21542,-7.77557,1.1254447,-18.765444,-5.131107,-9.1992035,-10.940158,-9.686221,-14.204604,-8.175987,-9.228403,-5.485188,-2.1664193,-7.890534,-7.023047,-5.67412,-5.2065763,-4.7386165
36,00eead73-a2c2-480d-b2ee-d79b1a526871,-204.31126,189.60675,-89.7073,12.307135,-1.1172854,-25.83373,14.881886,-25.290813,-15.060186,-0.32515347,-24.308208,5.6967525,-2.3814948,-7.4515963,-14.48286,-8.120086,-4.6624007,-6.4733634,-9.940058,-7.709047
37,00f6f5e7-2287-4e6c-865e-d790e096fb72,-247.45985,194.53941,-68.05711,7.3129096,-4.081829,-25.64822,18.289972,-5.5328393,-4.877321,4.321556,-11.001807,6.6482606,-8.547101,-4.724162,-1.7507548,-8.537584,1.1015478,1.6902752,-7.472136,-1.2898061
38,00fdaa7b-d050-43b0-b606-155be40ac80f,-215.83359,175.15161,-76.72193,20.193314,11.54707,-11.492294,34.2947,2.163445,-13.137985,-10.617676,-13.266495,10.713693,-25.878881,-9.037564,5.1500754,-12.934767,-5.6008077,-1.1034677,-10.952342,-7.596459
39,00ff3842-be25-4e29-8eb7-27793a5e9fa9,-200.8711,183.48753,-52.4804,0.6624884,-10.636725,-40.805702,-8.099946,-14.889695,-9.939011,-5.5937667,-14.659302,1.3580253,-12.172959,-12.363012,-6.6096473,-9.50964,-9.22308,-9.392515,-5.769302,1.2387217
40,0100dbe5-d765-4540-ad0f-547adbbdd5f0,-177.64252,181.55429,-56.261192,-6.6020665,-6.512282,-21.797356,9.318279,-23.279715,-24.148886,0.21199101,-14.621806,-7.1184225,-2.6617815,-9.077471,-7.2695165,-9.24654,-7.7121058,-0.15810286,-6.2797728,-8.134066
41,0101bfc8-f959-4614-8daa-ba64b76d742c,-178.36092,186.84268,-68.494064,33.50497,22.540071,-9.456874,22.811777,-23.97199,-15.621568,6.981226,-19.498514,5.2890997,-5.053902,-4.757772,-9.276449,-0.89629567,-5.2380614,-3.3168304,-3.9257557,-2.3342395
42,0103f56e-61fb-454c-ab76-1a4ac4d0c849,-216.12201,173.81085,-95.33683,13.423178,2.4317136,-29.175472,6.611265,-28.411554,-21.72576,-10.564366,-27.412535,0.61540926,-18.517622,-4.576531,-1.9096444,-9.408983,-4.95334,-2.118607,-4.683969,-2.2100394
43,010518cf-9f66-4a8c-a585-e1be2b3d27dd,-195.41054,193.9291,-58.40285,54.054405,18.25221,-22.709414,34.550144,-10.332118,-14.843939,4.866136,-14.475009,13.112296,-18.776695,-0.512157,2.167882,-10.058018,-5.395201,1.9706047,-12.243131,1.5048519
44,011a31c2-9812-4521-aca4-ccb04be99a39,-215.3961,170.95337,-66.53048,37.64924,8.824018,-26.132437,26.63956,-25.717218,-26.550125,5.5642076,-18.683836,1.96919,-10.542608,-17.162342,-11.019125,-2.0349905,-4.780555,0.26845235,-11.145393,-3.3773775
45,011e91c2-b6c2-421d-8cfd-4294a5c7be44,-205.45387,166.14156,-55.559574,41.28062,15.655509,-26.259588,11.650042,-27.714596,-24.134224,1.2954068,-21.763584,-6.780686,-11.800441,-10.5306635,-4.23105,-4.288062,-2.5234492,1.2969159,-6.669612,3.6689203
46,0126c3a1-a11b-4978-8175-e397d5ba7fa4,-206.49675,199.61217,-51.68915,31.16632,13.482155,-21.63182,11.37762,-13.778342,-8.00032,0.49873823,-15.495008,9.937809,-1.5533546,-0.45570487,-1.4001154,-3.506955,-1.403247,-2.7153802,-4.573912,-1.6671748
47,012a8047-9ccb-43eb-8cf6-349ac093801a,-214.95697,163.21077,-75.193436,21.473103,0.03859948,-37.889866,-1.1004994,-32.59297,-21.543175,-0.4827491,-19.31124,3.6571734,-2.4260283,-7.478222,-3.950013,-0.106218904,-2.8263485,-5.502023,-8.152099,-3.7186272
48,0130d2a5-7c6d-4cfc-b5b4-9fccddc97666,-139.4269,231.95644,-60.00465,23.08757,12.397558,-12.893498,20.144978,-12.887003,-6.498516,1.9321067,-14.740575,13.532682,-7.9012527,-2.8999527,-4.7797103,-1.9158323,1.7540491,-3.5061162,-5.3602552,-3.686966
49,013a6d1d-6799-4e5d-aa31-2cf3fd4c6cac,-227.9414,248.08447,-9.708284,6.6580677,7.0856667,-11.356747,10.28784,-8.320389,-13.732383,-5.3990407,-11.733453,-3.3900197,-4.5016527,-7.640803,-4.8443565,-10.242938,-7.4297366,-2.8853955,-5.7765417,-4.547698
50,013a810e-a3af-4057-a158-f0ca62fb057a,-212.84589,198.2992,-31.033625,3.4295914,11.764722,-14.828751,-2.209968,-13.179584,-11.279059,-4.407173,-11.005255,-6.9816904,-13.473052,-13.106486,-3.5066242,-7.999715,-8.509028,-6.806841,-6.8222146,-4.731289
51,013f0ece-e8cb-4f7a-a9cb-7a43a510b24b,-228.0176,189.34364,-24.192194,23.284388,-2.69994,-35.168312,5.9601655,-11.431949,-17.141365,-3.0524242,-13.89272,-6.2242875,-10.7229,-4.6197133,4.9504786,-6.119978,-4.07376,1.4213587,-9.979642,-5.2286224
52,014a2053-5475-4136-9176-471949da8561,-253.13522,194.09949,-85.4758,29.384007,1.3560436,-31.407875,22.531986,-19.191116,-12.436491,3.1831794,-23.990025,4.3958025,-16.492195,-7.9154453,-6.572396,-8.899447,-5.2113285,-0.53482157,-6.5301757,-1.1907928
53,014b1af2-1d84-4336-ab6b-e0e009cd86c3,-200.0605,188.6845,-52.654068,6.924831,-7.6769414,-30.196617,11.156688,-23.860004,-29.018896,-6.7297726,-18.013329,-0.252709,-2.1211882,-5.4159956,-2.4623055,-4.370505,-2.1309497,1.6073773,-9.857744,-4.778686
54,015576c8-2b03-4dcb-b251-78a984fe86fe,-218.55182,220.57327,-67.41382,20.452547,-0.957165,-29.484327,12.952258,-13.446635,-5.607308,-2.6357753,-27.01436,7.5015,-6.1356936,-6.9010997,-5.930607,0.053760294,-3.3937204,-14.747477,-7.708555,-4.6000433
55,015c4e92-ae36-498c-ae49-55e41ecf0f7d,-215.55167,186.07718,-75.77823,4.355006,-36.342735,-58.528038,21.35944,-15.940524,-22.054508,-4.9465065,-36.40936,-5.994863,-5.0927677,-2.4239933,2.090093,4.8865833,-2.7932408,-1.1416465,-11.150808,0.58472097
56,0160d81f-c516-4980-aa1d-1ef4cf08149c,-228.54883,183.61855,-54.747303,12.68952,2.8210027,-15.685824,28.16829,-3.4502044,-12.096727,-0.21464927,-16.788345,-4.8930745,-11.593977,-12.062085,-2.5886955,-6.1195107,-5.144512,-2.9562154,-11.287423,-5.720379
57,01614a4a-947f-43ca-a609-fc2787509f6f,-182.08655,183.47456,-73.76034,10.3630705,16.436668,-9.779424,6.08125,-27.00442,-24.331732,-15.850991,-23.530571,-1.6075824,-11.750062,-6.7909026,-1.8748691,-4.7873464,-1.4976784,-3.463509,-6.4936404,-7.102161
58,01695001-bbab-4bf4-b88f-7372c0b64bb2,-203.56529,202.34296,-91.9662,31.812107,10.3897705,-25.663828,15.52586,-18.19472,-3.5433598,3.0276353,-26.088425,10.735544,-22.80634,1.6250651,-5.1683407,-7.1191797,-2.2708418,-4.343534,-5.5069695,-7.7024875
59,0177b817-0ba3-498a-bc05-48bc66cc91b8,-268.58908,208.4578,-57.776985,-31.262653,-22.26967,-36.736366,-8.54296,-14.661795,-5.282975,8.510506,1.6825595,4.9686666,-5.5622134,-10.880896,-0.6289782,-2.613861,-3.1499333,-3.5376704,-4.0837083,0.53448164
60,01781f0a-6d9e-432a-931f-a2ced02c1411,-202.3983,176.21744,-69.18541,5.9909816,17.69585,-9.7337,-3.7977421,-28.77684,-17.708563,-6.4759145,-16.193638,-2.2385058,-6.199911,-8.180302,-8.021312,-3.905192,5.5716853,1.8085724,-4.6867595,-8.199212
61,01820f7c-b953-4faf-aa13-978cfda6b08e,-208.13083,132.90997,-98.81399,62.21711,-1.0499122,-51.064457,56.71173,-30.197605,-33.041428,18.15185,-38.431522,10.101804,-10.823355,-2.0050282,-13.861498,6.0184107,-18.812067,6.703236,-12.882781,2.4703805
62,01857b7e-a892-4179-b893-c6a4b67cc2cf,-275.12347,202.35191,-80.43256,22.947361,4.754602,-30.103693,1.821128,-27.961334,-10.7726145,4.1854715,-13.645088,5.238956,-13.80863,-2.0139046,-0.29144347,-10.779741,-1.0600522,-3.389383,-10.983988,-3.1832147
63,0198f851-7a0d-4eb3-8adf-cb94ea71e3c8,-194.65157,167.86853,-60.25821,31.22573,4.8465004,-38.42104,0.19152926,-21.320452,-14.024868,-5.4190845,-28.170109,-4.2092924,-11.878302,-5.441748,0.4682277,1.0458217,0.2630715,-1.6597211,-6.794246,-2.9574118
64,01a040f2-b10c-4be9-b226-6266d964d5dc,-201.49124,195.48364,-56.554485,20.55407,15.22663,-13.828209,13.373117,-10.004554,-10.58401,-9.958096,-21.813354,-0.040091872,-12.644861,-8.668858,-7.875884,-12.880629,-4.941569,-5.5397906,-8.878346,-3.1813812
65,01a4c8d6-05df-4c24-b993-f1a9672507c5,-176.40038,203.45068,-73.26636,3.2609735,5.415424,-24.580397,-11.248142,-31.10775,-18.97008,-13.516698,-14.141702,8.731694,-9.446982,-6.8579335,-6.08694,-11.213296,2.4271178,-6.516071,-15.966062,-12.412064
66,01a5874a-e105-4a33-95af-06c068e3f715,-210.52272,201.80602,-16.691051,30.517668,27.581203,3.1371756,21.506313,-2.2553046,-2.7640586,6.333149,-7.1684265,3.9843075,1.2011092,1.7951834,0.079786,-3.3050165,-2.6064224,1.6155245,0.449597,-3.120579
67,01acd5c6-b615-4139-a115-b77a9dba9301,-208.87491,216.98721,-58.250423,10.091772,4.2108808,-20.459112,9.534824,-19.491314,-13.806498,-3.3268616,-19.763414,-0.4634196,-10.205064,-9.671977,-8.151915,-7.1039224,-4.6068554,-4.7768183,-6.514845,-2.896755
68,01b07c48-d17a-45e2-90b0-d99dbbd0c4b9,-175.2167,171.95297,-101.18347,11.527843,-2.3050098,-27.955547,22.972933,-8.783319,-0.76660246,6.99002,-22.420214,4.928089,-18.452353,-2.1372075,-2.0829735,-3.4541755,-2.2700777,-1.9343731,-2.747999,1.23304
69,01b83641-dc8e-4231-a50e-32ede1ffd5e2,-241.59526,181.0036,-66.834076,29.283731,-1.4928273,-36.9609,22.124456,-25.931797,-21.956596,9.43922,-20.912577,4.495902,-5.684828,-6.4993777,-13.823228,-7.1560063,-9.095436,4.666826,-6.1439586,0.8910628
70,01ba3311-afec-4b53-a318-55216e0e7fae,-208.35654,186.25317,-59.89846,14.096017,-5.149091,-24.319963,29.110075,-7.2958827,-13.556083,4.8927093,-14.180897,4.1896,2.7610013,-8.646475,-4.3978863,-6.33464,-8.375271,-0.94503576,-4.0310445,-3.781668
71,01bce73f-86a6-40dd-87c1-d4cda2b79ea2,-201.89899,177.28452,-75.98146,23.45235,9.318252,-24.249693,12.147655,-22.825191,-18.558746,-2.4724102,-18.237621,3.3461752,-16.211412,-10.391734,-3.2442887,-5.6121306,-3.9128366,-5.409482,-10.836262,-2.6851153
72,01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7,-231.31445,149.99768,-70.69703,-4.741701,-2.2912261,-25.601374,0.9757162,-15.307401,-10.882836,1.8797507,-9.024011,-0.42027777,-6.8089595,-4.015092,1.7260131,-3.364917,-4.4072933,-2.6219811,-3.5411234,-2.6173258
73,01c9a962-098e-4c00-b249-518f95cf62c7,-191.84787,177.48169,-89.38657,36.818184,20.012384,-16.862724,19.865194,-20.057554,-15.962141,-7.4705124,-26.671537,6.3033495,-20.084455,-4.5818086,-2.8598626,-10.651636,-5.2638116,-4.457747,-5.014322,-0.2840594
74,01d3857d-689f-4bc1-a6ca-97b9233df46f,-212.83908,173.18736,-58.28584,-9.987728,-17.455454,-26.60467,20.605955,-6.319458,-9.197718,6.46609,-24.15745,-16.962538,1.2461313,-4.3140907,0.005098044,-1.0096668,-10.843068,-7.97749,-7.645911,-7.4396086
75,01ded1fd-8a1b-4570-87ac-3fd7c789ea83,-166.27586,165.57791,-79.97905,29.552267,1.4236507,-33.75319,20.423069,-10.5902605,-3.306556,10.197283,-19.242311,7.1077304,-12.29903,-0.77731705,-1.9161035,-1.5051718,-1.6664903,-0.89817625,-8.050606,-2.7767797
76,01e03a0a-df5f-40b7-9196-af39fcaa261f,-233.55736,174.90923,-79.06739,-0.41858372,-4.0906515,-27.687778,6.83028,-11.770596,-10.221857,-5.9725013,-11.978191,11.237157,-6.233618,-4.207107,-2.996304,-11.323215,-1.6968707,-2.2351425,-8.329733,-5.1355963
77,01e2d3bf-89e2-495b-8ffa-ded94475b730,-194.5827,223.13202,-51.8314,8.780472,16.371805,-5.4041576,6.834032,-19.632675,-12.626624,-2.8031285,-7.8466835,9.623442,-6.212277,-14.787354,-13.108259,-9.6761,-3.5689595,-8.306658,-5.3476233,-6.307147
78,01e68cda-2d0f-4327-b3d2-3c58f47192ec,-173.62799,176.72786,-81.81346,34.83905,4.4091144,-36.667732,12.74301,-27.687891,-11.158547,12.968127,-21.906536,10.060362,-7.063399,-5.100533,-5.3270917,9.179339,-3.0008307,-8.478012,-6.410497,-1.0296376
79,01e8c41c-d31d-43b5-822f-5cc6460e921f,-269.09976,191.03789,-100.86107,-7.052109,-10.5625515,-29.209724,7.9397116,-19.084042,-11.227502,-5.5156403,-17.44755,6.352754,-16.428978,-7.9545326,0.33250254,-4.155382,1.6066673,-3.6155958,-2.0158403,3.4846253
80,01eab758-8729-44f1-966d-6a34c600d88c,-149.28514,172.66367,-102.57053,26.219145,25.20511,-4.790688,15.830784,-31.72362,-18.426373,-2.872331,-23.690266,7.112185,-15.504004,-8.457371,-10.216225,-2.7992966,-3.5757425,-7.793971,0.2973427,-1.807779
81,01f97898-9ec4-480b-9fcc-a9daa737106d,-171.29361,180.66359,-70.00757,18.847715,0.0011884078,-28.298996,16.258017,-18.191212,-21.09216,-8.624744,-23.883274,5.0107007,-8.287679,-6.075405,-5.7286544,-6.5692058,-2.6579099,-2.9395528,-7.9365435,-0.98320276
82,01fb755e-4885-4b2e-82ff-c4d43a4d6b0e,-176.2994,200.81306,-61.990723,39.463894,10.768525,-22.176996,28.386778,-17.726358,-22.102463,-1.2224797,-12.777238,19.922066,-7.097435,-7.0871696,-1.3707033,-0.74902296,1.5706428,2.1100802,-6.8656116,-3.3983548
83,0200e61f-0937-4044-a7d5-53d5855ae29e,-249.25082,196.31908,-68.89903,26.828363,0.42423627,-28.793201,24.225416,-20.663483,-16.8097,8.276053,-16.076078,8.039118,-2.1650102,-11.184768,-9.470066,-3.781586,-6.080221,-3.834678,-9.077795,-1.6896007
84,020158eb-9cb5-4977-8131-840cdaf199b4,-174.74615,177.1541,-88.43267,37.434723,14.875248,-20.300459,30.539885,-11.017129,-11.373743,-4.3365235,-29.1613,11.214815,-13.711663,0.7635454,0.69663316,-0.3926587,-0.8156764,-3.0007348,-4.210089,2.7617679
85,022a15ac-54d7-4328-b9eb-af827e2bbdf1,-282.04398,178.37984,-58.933247,11.580864,-2.7472715,-33.599895,4.1951275,-19.346663,-15.510992,0.6536237,-16.777185,-0.012404203,-3.605276,-8.548396,-3.8558006,-3.6853807,-4.4635158,-2.3007073,-5.147886,-1.2080095
86,0238baa4-fba3-4d4e-a049-b97d2ec223ac,-213.22864,170.26237,-54.054287,5.3122425,21.862038,-5.7051225,-0.0026813059,-16.792074,-15.975067,-12.09495,-12.537614,0.06401131,-10.182349,-6.984479,0.61279213,-4.9943714,-2.8484702,-5.4325204,-6.10498,-2.4448109
87,023ed96d-785a-4edf-a6a4-068e59512291,-202.55647,200.97327,-63.633312,27.494003,1.9847417,-34.254566,7.1655974,-20.927946,-13.846596,-1.9808922,-20.910727,7.3475113,-10.414887,-0.0403413,-3.0996208,-8.90231,-3.9975653,-3.392526,-6.421381,0.4395709
88,024ba604-8697-428c-88ab-8ff785482825,-210.93228,204.85823,-26.469408,32.180298,10.593634,-21.33154,14.944969,-6.819638,-7.2179027,2.7001379,-14.655202,-2.6092792,-7.972751,-13.040162,-4.4909177,-2.807639,-4.372338,-5.5359526,-7.968247,-2.8378909
89,024cbe41-7932-40ed-a9d3-67c174658637,-251.99164,175.88365,-64.11147,13.268048,1.5656718,-33.03453,-4.6426344,-25.951214,-15.834054,-2.203532,-21.171902,-8.359474,-11.707889,-9.770223,-3.646402,-6.445877,-4.012157,-2.2799027,-4.7220016,-0.8849093
90,0255d86f-3ed8-4b86-bb78-81ef15e41bf9,-217.0335,164.23376,-83.354385,40.985542,14.27853,-29.32288,16.690207,-17.670336,-9.403706,3.8598118,-20.048798,16.663834,-13.528377,0.20260651,-1.1071168,-0.81993943,-5.8897724,-9.501649,-8.079719,-0.3204802
